0.2 0.324725 -0.136637 0.165776
0.4 0.532421 -0.219847 0.264031
0.6 0.654721 -0.261065 0.30755
0.8 0.715657 -0.269822 0.307817
1 0.733373 -0.254022 0.275053
1.2 0.721467 -0.220185 0.218276
1.4 0.690038 -0.173649 0.145352
1.6 0.646509 -0.118751 0.0630613
1.8 0.596262 -0.0589833 -0.0228435
2 0.54313 0.00287546 -0.107566
2.2 0.489786 0.064645 -0.1872
2.4 0.43803 0.124645 -0.25866
2.6 0.389023 0.181611 -0.319608
2.8 0.343455 0.234622 -0.368387
3 0.301676 0.283039 -0.40395
3.2 0.263802 0.326454 -0.42579
3.4 0.229781 0.364642 -0.433875
3.6 0.199455 0.397529 -0.428582
3.8 0.172597 0.425157 -0.410634
4 0.148941 0.447656 -0.381041
4.2 0.128205 0.465228 -0.341044
4.4 0.110105 0.478122 -0.29206
4.6 0.0943648 0.486621 -0.235632
4.8 0.0807207 0.491033 -0.173385
5 0.0689284 0.491676 -0.106982
5.2 0.0587633 0.488873 -0.0380855
5.4 0.0500217 0.482945 0.0316752
5.6 0.0425202 0.474204 0.100735
5.8 0.0360955 0.462953 0.16762
6 0.0306025 0.44948 0.230969
6.2 0.0259136 0.434054 0.289551
6.4 0.0219167 0.416931 0.342282
6.6 0.0185139 0.398345 0.388233
6.8 0.01562 0.378512 0.426643
7 0.013161 0.357629 0.456917
7.2 0.0110729 0.335875 0.478632
7.4 0.00930031 0.313409 0.491532
7.6 0.00779554 0.290373 0.495527
7.8 0.00651748 0.266891 0.490687
8 0.00543072 0.243072 0.477229
8.2 0.00450475 0.219008 0.455514
8.4 0.00371325 0.194776 0.426026
8.6 0.00303347 0.17044 0.38937
8.8 0.00244561 0.146052 0.346247
9 0.00193238 0.121649 0.297447
9.2 0.00147852 0.097258 0.24383
9.4 0.00107036 0.0728962 0.186311
9.6 0.000695483 0.0485694 0.125847
9.8 0.000342359 0.0242747 0.0634137
