-0.29 -0.708302 2.5567 22.3251 -0.649942
-0.28 -0.68163 2.77665 21.6522 -0.656893
-0.27 -0.652793 2.98947 20.8987 -0.663567
-0.26 -0.621867 3.19437 20.0683 -0.669942
-0.25 -0.588935 3.3906 19.165 -0.675998
-0.24 -0.554086 3.57744 18.1928 -0.681714
-0.23 -0.517419 3.75424 17.1561 -0.687073
-0.22 -0.479037 3.92036 16.0594 -0.692057
-0.21 -0.43905 4.07524 14.9073 -0.696649
-0.2 -0.397572 4.21834 13.7043 -0.700833
-0.19 -0.354724 4.34917 12.4553 -0.704596
-0.18 -0.310631 4.4673 11.1648 -0.707923
-0.17 -0.265421 4.57234 9.83749 -0.710805
-0.16 -0.219228 4.66395 8.47809 -0.713229
-0.15 -0.172188 4.74181 7.09112 -0.715186
-0.14 -0.124439 4.80569 5.68111 -0.71667
-0.13 -0.0761215 4.85537 4.25249 -0.717673
-0.12 -0.0273791 4.8907 2.80964 -0.718191
-0.11 0.0216441 4.91153 1.35688 -0.71822
-0.1 0.070803 4.91781 -0.101547 -0.717758
-0.09 0.119952 4.9095 -1.56145 -0.716804
-0.08 0.168944 4.88659 -3.01869 -0.715359
-0.07 0.217635 4.84915 -4.46913 -0.713426
-0.06 0.265879 4.79725 -5.9087 -0.711008
-0.05 0.313532 4.73102 -7.33329 -0.70811
-0.04 0.360452 4.65065 -8.73883 -0.70474
-0.03 0.406499 4.55632 -10.1212 -0.700904
-0.02 0.451533 4.44831 -11.4763 -0.696613
-0.01 0.49542 4.3269 -12.8 -0.691877
7.5287e-16 0.538028 4.19243 -14.088 -0.686709
0.01 0.579227 4.04528 -15.3363 -0.681121
0.02 0.618892 3.88585 -16.5405 -0.67513
0.03 0.656904 3.71463 -17.6964 -0.668749
0.04 0.693147 3.5321 -18.7998 -0.661997
0.05 0.727511 3.33882 -19.8465 -0.654892
0.06 0.75989 3.13537 -20.8322 -0.647454
0.07 0.790186 2.92239 -21.7529 -0.639702
0.08 0.818308 2.70055 -22.6045 -0.631657
0.09 0.84417 2.47055 -23.3831 -0.623343
0.1 0.867694 2.23314 -24.0851 -0.614782
0.11 0.888811 1.98911 -24.7067 -0.605997
0.12 0.907457 1.73928 -25.2448 -0.597014
0.13 0.92358 1.4845 -25.6963 -0.587856
0.14 0.937134 1.22565 -26.0585 -0.578551
0.15 0.948083 0.96364 -26.329 -0.569122
0.16 0.956399 0.699388 -26.5057 -0.559598
