101 0.0762232
101.116 0.0769642
101.232 0.0777161
101.348 0.0784789
101.464 0.0792531
101.58 0.0800387
101.696 0.080836
101.812 0.0816453
101.928 0.0824668
102.044 0.0833007
102.16 0.0841473
102.276 0.0850068
102.392 0.0858795
102.508 0.0867657
102.624 0.0876657
102.74 0.0885797
102.856 0.089508
102.972 0.090451
103.088 0.0914089
103.204 0.0923821
103.32 0.0933708
103.436 0.0943755
103.552 0.0953964
103.668 0.096434
103.784 0.0974885
103.9 0.0985603
104.016 0.0996499
104.132 0.100758
104.248 0.101884
104.364 0.103029
104.48 0.104193
104.596 0.105378
104.712 0.106582
104.828 0.107808
104.944 0.109054
105.06 0.110322
105.176 0.111612
105.292 0.112925
105.408 0.114262
105.524 0.115622
105.64 0.117006
105.756 0.118415
105.872 0.11985
105.988 0.121311
106.104 0.122799
106.22 0.124314
106.336 0.125857
106.452 0.12743
106.568 0.129031
106.684 0.130663
106.8 0.132326
106.916 0.134021
107.032 0.135748
107.148 0.137509
107.264 0.139305
107.38 0.141135
107.496 0.143002
107.612 0.144906
107.728 0.146848
107.844 0.148829
107.96 0.15085
108.076 0.152913
108.192 0.155018
108.308 0.157166
108.424 0.159359
108.54 0.161599
108.656 0.163885
108.772 0.166221
108.888 0.168606
109.004 0.171043
109.12 0.173533
109.236 0.176077
109.352 0.178677
109.468 0.181335
109.584 0.184053
109.7 0.186832
109.816 0.189673
109.932 0.19258
110.048 0.195554
110.164 0.198597
110.28 0.201711
110.396 0.204898
110.512 0.208161
110.628 0.211502
110.744 0.214924
110.86 0.218429
110.976 0.22202
111.092 0.225699
111.208 0.22947
111.324 0.233336
111.44 0.2373
111.556 0.241365
111.672 0.245534
111.788 0.249812
111.904 0.254201
112.02 0.258707
112.136 0.263332
112.252 0.268082
112.368 0.27296
112.484 0.277972
112.6 0.283122
112.716 0.288415
112.832 0.293857
112.948 0.299452
113.064 0.305208
113.18 0.31113
113.296 0.317224
113.412 0.323497
113.528 0.329957
113.644 0.33661
113.76 0.343465
113.876 0.350528
113.992 0.35781
114.108 0.365319
114.224 0.373063
114.34 0.381054
114.456 0.389302
114.572 0.397817
114.688 0.406612
114.804 0.415698
114.92 0.425087
115.036 0.434795
115.152 0.444835
115.268 0.455222
115.384 0.465972
115.5 0.477102
115.616 0.488629
115.732 0.500574
115.848 0.512955
115.964 0.525794
116.08 0.539114
116.196 0.552938
116.312 0.567292
116.428 0.582202
116.544 0.597697
116.66 0.613808
116.776 0.630568
116.892 0.648009
117.008 0.66617
117.124 0.68509
117.24 0.70481
117.356 0.725375
117.472 0.746833
117.588 0.769236
117.704 0.792638
117.82 0.817097
117.936 0.842677
118.052 0.869446
118.168 0.897475
118.284 0.926844
118.4 0.957635
118.516 0.98994
118.632 1.02385
118.748 1.05949
118.864 1.09695
118.98 1.13636
119.096 1.17785
119.212 1.22157
119.328 1.26768
119.444 1.31633
119.56 1.36772
119.676 1.42204
119.792 1.4795
119.908 1.54034
120.024 1.60482
120.14 1.6732
120.256 1.7458
120.372 1.82294
120.488 1.90497
120.604 1.9923
120.72 2.08533
120.836 2.18455
120.952 2.29044
121.068 2.40357
121.184 2.52452
121.3 2.65396
121.416 2.79258
121.532 2.94116
121.648 3.10051
121.764 3.27152
121.88 3.45514
121.996 3.65238
122.112 3.8643
122.228 4.092
122.344 4.33662
122.46 4.5993
122.576 4.88116
122.692 5.18326
122.808 5.5065
122.924 5.85162
123.04 6.21901
123.156 6.60867
123.272 7.01998
123.388 7.45158
123.504 7.90117
123.62 8.36523
123.736 8.83891
123.852 9.31579
123.968 9.78778
124.084 10.2452
124.2 10.6769
124.316 11.0708
124.432 11.4141
124.548 11.6947
124.664 11.9017
124.78 12.0265
124.896 12.0639
125.012 12.0121
125.128 11.8734
125.244 11.6537
125.36 11.3621
125.476 11.0097
125.592 10.6089
125.708 10.1722
125.824 9.71163
125.94 9.23822
126.056 8.76136
126.172 8.28885
126.288 7.82685
126.404 7.37999
126.52 6.95156
126.636 6.5437
126.752 6.15765
126.868 5.7939
126.984 5.45238
127.1 5.13264
127.216 4.83391
127.332 4.55524
127.448 4.29558
127.564 4.05379
127.68 3.82874
127.796 3.61928
127.912 3.42433
128.028 3.24283
128.144 3.07378
128.26 2.91625
128.376 2.76935
128.492 2.63227
128.608 2.50426
128.724 2.38462
128.84 2.27272
128.956 2.16795
129.072 2.06977
129.188 1.9777
129.304 1.89126
129.42 1.81005
129.536 1.73368
129.652 1.66179
129.768 1.59406
129.884 1.53019
130 1.46992
130.116 1.41298
130.232 1.35915
130.348 1.30823
